Pincode,District
524126,NELLORE
524127,NELLORE
524129,NELLORE
524131,NELLORE
524132,NELLORE
524134,NELLORE
524137,NELLORE
524142,NELLORE
524152,NELLORE
524201,NELLORE
524203,NELLORE
524221,NELLORE
524222,NELLORE
524223,NELLORE
524224,NELLORE
524225,NELLORE
524226,NELLORE
524227,NELLORE
524228,NELLORE
524230,NELLORE
524234,NELLORE
524236,NELLORE
524239,NELLORE
524240,NELLORE
524301,NELLORE
524302,NELLORE
524303,NELLORE
524304,NELLORE
524305,NELLORE
524306,NELLORE
524307,NELLORE
524308,NELLORE
524309,NELLORE
524310,NELLORE
524311,NELLORE
524312,NELLORE
524313,NELLORE
524314,NELLORE
524315,NELLORE
524316,NELLORE
524317,NELLORE
524318,NELLORE
524319,NELLORE
524320,NELLORE
524321,NELLORE
524322,NELLORE
524323,NELLORE
524341,NELLORE
524342,NELLORE
524343,NELLORE
524344,NELLORE
524345,NELLORE
524346,NELLORE
524347,NELLORE
524366,NELLORE
524401,NELLORE
524402,NELLORE
524403,NELLORE
524404,NELLORE
524405,NELLORE
524406,NELLORE
524407,NELLORE
524408,NELLORE
524409,NELLORE
524410,NELLORE
524411,NELLORE
524412,NELLORE
524413,NELLORE
524414,NELLORE
524415,NELLORE
524421,NELLORE
530001,VISAKHAPATNAM
530002,VISAKHAPATNAM
530003,VISAKHAPATNAM
530004,VISAKHAPATNAM
530005,VISAKHAPATNAM
530007,VISAKHAPATNAM
530008,VISAKHAPATNAM
530009,VISAKHAPATNAM
530011,VISAKHAPATNAM
530012,VISAKHAPATNAM
530013,VISAKHAPATNAM
530014,VISAKHAPATNAM
530015,VISAKHAPATNAM
530016,VISAKHAPATNAM
530017,VISAKHAPATNAM
530018,VISAKHAPATNAM
530020,VISAKHAPATNAM
530022,VISAKHAPATNAM
530024,VISAKHAPATNAM
530026,VISAKHAPATNAM
530027,VISAKHAPATNAM
530028,VISAKHAPATNAM
530029,VISAKHAPATNAM
530031,VISAKHAPATNAM
530032,VISAKHAPATNAM
530035,VISAKHAPATNAM
530040,VISAKHAPATNAM
530041,VISAKHAPATNAM
530043,VISAKHAPATNAM
530044,VISAKHAPATNAM
530045,VISAKHAPATNAM
530046,VISAKHAPATNAM
530047,VISAKHAPATNAM
530048,VISAKHAPATNAM
530049,VISAKHAPATNAM
530051,VISAKHAPATNAM
530052,VISAKHAPATNAM
530053,VISAKHAPATNAM
531001,VISAKHAPATNAM
531002,VISAKHAPATNAM
531011,VISAKHAPATNAM
531019,VISAKHAPATNAM
531020,VISAKHAPATNAM
531021,VISAKHAPATNAM
531022,VISAKHAPATNAM
531023,VISAKHAPATNAM
531024,VISAKHAPATNAM
531025,VISAKHAPATNAM
531026,VISAKHAPATNAM
531027,VISAKHAPATNAM
531028,VISAKHAPATNAM
531029,VISAKHAPATNAM
531030,VISAKHAPATNAM
531031,VISAKHAPATNAM
531032,VISAKHAPATNAM
531033,VISAKHAPATNAM
531034,VISAKHAPATNAM
531035,VISAKHAPATNAM
531036,VISAKHAPATNAM
531040,VISAKHAPATNAM
531055,VISAKHAPATNAM
531060,VISAKHAPATNAM
531061,VISAKHAPATNAM
531075,VISAKHAPATNAM
531077,VISAKHAPATNAM
531081,VISAKHAPATNAM
531082,VISAKHAPATNAM
531083,VISAKHAPATNAM
531084,VISAKHAPATNAM
531085,VISAKHAPATNAM
531087,VISAKHAPATNAM
531105,VISAKHAPATNAM
531111,VISAKHAPATNAM
531113,VISAKHAPATNAM
531114,VISAKHAPATNAM
531115,VISAKHAPATNAM
531116,VISAKHAPATNAM
531117,VISAKHAPATNAM
531118,VISAKHAPATNAM
531126,VISAKHAPATNAM
531127,VISAKHAPATNAM
531133,VISAKHAPATNAM
531149,VISAKHAPATNAM
531151,VISAKHAPATNAM
531162,VISAKHAPATNAM
531163,VISAKHAPATNAM
531173,VISAKHAPATNAM
531219,VISAKHAPATNAM
532001,SRIKAKULAM
532005,SRIKAKULAM
532122,SRIKAKULAM
532123,SRIKAKULAM
532127,SRIKAKULAM
532148,VIZIANAGARAM
532168,SRIKAKULAM
532185,SRIKAKULAM
532186,SRIKAKULAM
532190,SRIKAKULAM
532195,SRIKAKULAM
532201,SRIKAKULAM
532203,SRIKAKULAM
532211,SRIKAKULAM
532212,SRIKAKULAM
532213,SRIKAKULAM
532214,SRIKAKULAM
532215,SRIKAKULAM
532216,SRIKAKULAM
532218,SRIKAKULAM
532219,SRIKAKULAM
532220,SRIKAKULAM
532221,SRIKAKULAM
532222,SRIKAKULAM
532242,SRIKAKULAM
532243,SRIKAKULAM
532263,SRIKAKULAM
532264,SRIKAKULAM
532284,SRIKAKULAM
532290,SRIKAKULAM
532291,SRIKAKULAM
532292,SRIKAKULAM
532312,SRIKAKULAM
532322,SRIKAKULAM
532401,SRIKAKULAM
532402,SRIKAKULAM
532403,SRIKAKULAM
532404,SRIKAKULAM
532405,SRIKAKULAM
532406,SRIKAKULAM
532407,SRIKAKULAM
532408,SRIKAKULAM
532409,SRIKAKULAM
532410,SRIKAKULAM
532421,SRIKAKULAM
532425,SRIKAKULAM
532426,SRIKAKULAM
532427,SRIKAKULAM
532428,SRIKAKULAM
532429,SRIKAKULAM
532430,SRIKAKULAM
532432,SRIKAKULAM
532440,SRIKAKULAM
532443,SRIKAKULAM
532445,SRIKAKULAM
532455,SRIKAKULAM
532456,SRIKAKULAM
532457,SRIKAKULAM
532458,SRIKAKULAM
532459,SRIKAKULAM
532460,SRIKAKULAM
532461,SRIKAKULAM
532462,SRIKAKULAM
532474,SRIKAKULAM
532484,SRIKAKULAM
533001,EAST GODAVARI
533002,EAST GODAVARI
533003,EAST GODAVARI
533004,EAST GODAVARI
533005,EAST GODAVARI
533006,EAST GODAVARI
533016,EAST GODAVARI
533101,EAST GODAVARI
533102,EAST GODAVARI
533103,EAST GODAVARI
533104,EAST GODAVARI
533105,EAST GODAVARI
533106,EAST GODAVARI
533107,EAST GODAVARI
533124,EAST GODAVARI
533125,EAST GODAVARI
533126,EAST GODAVARI
533201,East Godavari
533210,East Godavari
533211,East Godavari
533212,East Godavari
533213,East Godavari
533214,East Godavari
533215,East Godavari
533216,East Godavari
533217,East Godavari
533218,East Godavari
533220,East Godavari
533221,East Godavari
533222,East Godavari
533223,East Godavari
533228,East Godavari
533229,East Godavari
533232,EAST GODAVARI
533233,EAST GODAVARI
533234,EAST GODAVARI
533235,East Godavari
533236,East Godavari
533237,East Godavari
533238,East Godavari
533239,East Godavari
533240,East Godavari
533241,East Godavari
533242,East Godavari
533244,East Godavari
533247,East Godavari
533248,East Godavari
533249,East Godavari
533250,East Godavari
533251,East Godavari
533252,East Godavari
533253,East Godavari
533254,East Godavari
533255,EAST GODAVARI
533256,EAST GODAVARI
533260,EAST GODAVARI
533261,EAST GODAVARI
533262,EAST GODAVARI
533263,EAST GODAVARI
533264,EAST GODAVARI
533274,East Godavari
533284,EAST GODAVARI
533285,EAST GODAVARI
533286,EAST GODAVARI
533287,EAST GODAVARI
533288,EAST GODAVARI
533289,EAST GODAVARI
533290,EAST GODAVARI
533291,EAST GODAVARI
533292,EAST GODAVARI
533293,EAST GODAVARI
533294,EAST GODAVARI
533295,EAST GODAVARI
533296,EAST GODAVARI
533297,EAST GODAVARI
533305,EAST GODAVARI
533306,EAST GODAVARI
533307,EAST GODAVARI
533308,EAST GODAVARI
533309,EAST GODAVARI
533339,EAST GODAVARI
533340,EAST GODAVARI
533341,EAST GODAVARI
533342,EAST GODAVARI
533343,EAST GODAVARI
533344,EAST GODAVARI
533345,EAST GODAVARI
533346,EAST GODAVARI
533347,EAST GODAVARI
533348,EAST GODAVARI
533349,EAST GODAVARI
533350,EAST GODAVARI
533351,EAST GODAVARI
533352,EAST GODAVARI
533401,EAST GODAVARI
533406,EAST GODAVARI
533407,EAST GODAVARI
533408,EAST GODAVARI
533428,EAST GODAVARI
533429,EAST GODAVARI
533430,EAST GODAVARI
533431,EAST GODAVARI
533432,EAST GODAVARI
533433,EAST GODAVARI
533434,EAST GODAVARI
533435,EAST GODAVARI
533436,EAST GODAVARI
533437,EAST GODAVARI
533440,EAST GODAVARI
533444,EAST GODAVARI
533445,EAST GODAVARI
533446,EAST GODAVARI
533447,EAST GODAVARI
533448,EAST GODAVARI
533449,EAST GODAVARI
533450,EAST GODAVARI
533461,EAST GODAVARI
533462,EAST GODAVARI
533463,EAST GODAVARI
533464,EAST GODAVARI
533468,EAST GODAVARI
533483,EAST GODAVARI
533577,East Godavari
534001,WEST GODAVARI
534002,WEST GODAVARI
534003,WEST GODAVARI
534004,WEST GODAVARI
534005,WEST GODAVARI
534006,WEST GODAVARI
534007,WEST GODAVARI
534101,West Godavari
534102,Tadepalligudem
534111,West Godavari
534112,West Godavari
534122,West Godavari
534123,West Godavari
534124,West Godavari
534126,West Godavari
534134,West Godavari
534145,West Godavari
534146,West Godavari
534156,West Godavari
534165,West Godavari
534166,West Godavari
534176,West Godavari
534186,West Godavari
534195,West Godavari
534196,West Godavari
534197,West Godavari
534198,West Godavari
534199,West Godavari
534201,West Godavari
534202,West Godavari
534204,West Godavari
534206,West Godavari
534207,West Godavari
534208,West Godavari
534209,West Godavari
534210,West Godavari
534211,West Godavari
534215,West Godavari
534216,West Godavari
534217,West Godavari
534218,West Godavari
534222,West Godavari
534225,West Godavari
534227,West Godavari
534230,West Godavari
534235,West Godavari
534236,West Godavari
534237,West Godavari
534238,West Godavari
534239,West Godavari
534240,West Godavari
534243,West Godavari
534244,West Godavari
534245,West Godavari
534247,West Godavari
534250,West Godavari
534260,West Godavari
534265,West Godavari
534266,West Godavari
534267,West Godavari
534268,WEST GODAVARI
534269,West Godavari
534275,West Godavari
534280,West Godavari
534281,West Godavari
534301,West Godavari
534302,West Godavari
534305,West Godavari
534311,WEST GODAVARI
534312,West Godavari
534313,West Godavari
534315,East Godavari
534316,West Godavari
534318,West Godavari
534320,West Godavari
534324,West Godavari
534326,West Godavari
534327,West Godavari
534328,West Godavari
534329,West Godavari
534330,West Godavari
534331,West Godavari
534338,West Godavari
534340,West Godavari
534341,West Godavari
534342,West Godavari
534350,West Godavari
534401,WEST GODAVARI
534406,WEST GODAVARI
534411,West Godavari
534416,WEST GODAVARI
534425,WEST GODAVARI
534426,WEST GODAVARI
534427,WEST GODAVARI
534432,WEST GODAVARI
534435,WEST GODAVARI
534437,WEST GODAVARI
534442,WEST GODAVARI
534444,WEST GODAVARI
534447,WEST GODAVARI
534448,WEST GODAVARI
534449,WEST GODAVARI
534450,WEST GODAVARI
534451,WEST GODAVARI
534452,WEST GODAVARI
534455,WEST GODAVARI
534456,WEST GODAVARI
534460,WEST GODAVARI
534461,WEST GODAVARI
534462,WEST GODAVARI
534467,WEST GODAVARI
534475,WEST GODAVARI
535001,VIZIANAGARAM
535002,VIZIANAGARAM
535003,VIZIANAGARAM
535004,VIZIANAGARAM
535005,VISAKHAPATNAM
535006,VIZIANAGARAM
535101,VIZIANAGARAM
535102,VIZIANAGARAM
535124,VIZIANAGARAM
535125,VIZIANAGARAM
535126,VIZIANAGARAM
535128,VIZIANAGARAM
535145,VISAKHAPATNAM
535148,VIZIANAGARAM
535160,VIZIANAGARAM
535161,VIZIANAGARAM
535183,VIZIANAGARAM
535204,VIZIANAGARAM
535213,VIZIANAGARAM
535214,VIZIANAGARAM
535215,VIZIANAGARAM
535216,VIZIANAGARAM
535217,VIZIANAGARAM
535218,VIZIANAGARAM
535220,VIZIANAGARAM
535221,VIZIANAGARAM
535240,VIZIANAGARAM
535250,VIZIANAGARAM
535260,VIZIANAGARAM
535270,VIZIANAGARAM
535273,VIZIANAGARAM
535280,VIZIANAGARAM
535281,VIZIANAGARAM
535463,VIZIANAGARAM
535501,VIZIANAGARAM
535502,VIZIANAGARAM
535521,VIZIANAGARAM
535522,VIZIANAGARAM
535523,VIZIANAGARAM
535524,VIZIANAGARAM
535525,VIZIANAGARAM
535526,VIZIANAGARAM
535527,VIZIANAGARAM
535534,VIZIANAGARAM
535546,VIZIANAGARAM
535547,VIZIANAGARAM
535557,VIZIANAGARAM
535558,VIZIANAGARAM
535559,VIZIANAGARAM
535568,VIZIANAGARAM
535573,VIZIANAGARAM
535578,VIZIANAGARAM
535579,VIZIANAGARAM
535580,VIZIANAGARAM
535581,VIZIANAGARAM
535591,VIZIANAGARAM
535592,VIZIANAGARAM
535593,VIZIANAGARAM
535594,VIZIANAGARAM
560001,BENGALURU
560002,BENGALURU
560003,BENGALURU
560004,BENGALURU
560005,BENGALURU
560006,BENGALURU
560007,BENGALURU
560008,BENGALURU
560009,BENGALURU
560010,BENGALURU
560011,BENGALURU
560012,BENGALURU
560013,BENGALURU
560015,BENGALURU
560016,BENGALURU
560017,BENGALURU
560018,Bengaluru
560020,BENGALURU
560021,BENGALURU
560022,BENGALURU
560023,BENGALURU
560024,BENGALURU
560025,BENGALURU
560026,BENGALURU
560027,BENGALURU
560029,BENGALURU
560030,BENGALURU
560032,BENGALURU
560033,BENGALURU
560034,BENGALURU
560035,BENGALURU
560036,BENGALURU
560037,BENGALURU
560038,BENGALURU
560040,BENGALURU
560041,BENGALURU
560042,BENGALURU
560043,BENGALURU
560045,BENGALURU
560046,BENGALURU
560047,BENGALURU
560048,BENGALURU
560049,BENGALURU RURAL
560050,BENGALURU
560051,BENGALURU
560053,BENGALURU
560054,BENGALURU
560055,BENGALURU
560056,BENGALURU
560057,BENGALURU
560058,BENGALURU
560059,BENGALURU
560060,BENGALURU
560061,BENGALURU
560062,BENGALURU
560063,BENGALURU
560064,BENGALURU
560065,BENGALURU
560066,BENGALURU
560067,BENGALURU
560068,BENGALURU
560070,BENGALURU
560071,BENGALURU
560072,Bangalore
560073,BENGALURU RURAL
560074,BENGALURU RURAL
560075,BENGALURU
560076,BENGALURU
560077,BENGALURU
560078,BENGALURU
560079,BENGALURU
560080,BENGALURU
560081,BENGALURU
560082,BENGALURU RURAL
560083,BENGALURU RURAL
560084,BENGALURU
560085,BENGALURU
560086,BENGALURU
560087,BENGALURU
560088,BENGALURU RURAL
560089,BENGALURU RURAL
560090,BENGALURU RURAL
560091,BENGALURU
560092,BENGALURU
560093,BENGALURU
560094,BENGALURU
560095,BENGALURU
560096,BENGALURU
560097,BENGALURU
560098,BENGALURU
560099,BENGALURU RURAL
560100,BENGALURU
560102,BENGALURU
560103,BENGALURU
560104,BENGALURU
560105,BENGALURU
560107,BENGALURU RURAL
560108,BENGALURU
560109,BENGALURU
560110,BENGALURU
560111,BENGALURU
560112,BENGALURU RURAL
560113,BENGALURU
560114,BENGALURU
560115,BENGALURU RURAL
560116,BENGALURU
560117,BENGALURU
560300,BENGALURU
560500,BENGALURU
561101,RAMANAGAR
561201,RAMANAGAR
561202,TUMAKURU
561203,BENGALURU RURAL
561204,BENGALURU RURAL
561205,BENGALURU RURAL
561206,CHIKKABALLAPUR
561207,CHIKKABALLAPUR
561208,CHIKKABALLAPUR
561209,CHIKKABALLAPUR
561210,CHIKKABALLAPUR
561211,CHIKKABALLAPUR
561212,CHIKKABALLAPUR
561213,CHIKKABALLAPUR
561228,CHIKKABALLAPUR
562101,CHIKKABALLAPUR
562102,CHIKKABALLAPUR
562103,CHIKKABALLAPUR
562104,CHIKKABALLAPUR
562105,CHIKKABALLAPUR
562106,BENGALURU
562107,BENGALURU
562108,RAMANAGAR
562109,RAMANAGAR
562110,BENGALURU RURAL
562111,BENGALURU RURAL
562112,RAMANAGAR
562114,BENGALURU RURAL
562117,RAMANAGAR
562119,RAMANAGAR
562120,RAMANAGAR
562121,RAMANAGAR
562122,BENGALURU RURAL
562123,BENGALURU RURAL
562125,BENGALURU
562126,RAMANAGAR
562127,RAMANAGAR
562128,RAMANAGAR
562129,BENGALURU RURAL
562130,BENGALURU
562131,RAMANAGAR
562132,BENGALURU RURAL
562135,BENGALURU RURAL
562138,RAMANAGAR
562149,BENGALURU
562157,BENGALURU
562159,RAMANAGAR
562160,RAMANAGAR
562161,RAMANAGAR
562162,BENGALURU
562163,BENGALURU RURAL
562164,BENGALURU RURAL
563101,KOLAR
563102,KOLAR
563103,KOLAR
563113,CHIKKABALLAPUR
563114,KOLAR
563115,KOLAR
563116,KOLAR
563117,KOLAR
563118,KOLAR
563119,CHIKKABALLAPUR
563120,KOLAR
563121,KOLAR
563122,KOLAR
563123,KOLAR
563124,CHIKKABALLAPUR
563125,CHIKKABALLAPUR
563126,KOLAR
563127,KOLAR
563128,KOLAR
563129,KOLAR
563130,KOLAR
563131,KOLAR
563132,KOLAR
563133,KOLAR
563134,KOLAR
563135,KOLAR
563136,KOLAR
563137,KOLAR
563138,KOLAR
563139,KOLAR
563146,CHIKKABALLAPUR
563147,KOLAR
563157,KOLAR
563159,CHIKKABALLAPUR
563160,KOLAR
563161,KOLAR
563162,KOLAR
563163,Kolar
570001,Mysuru
570002,Mysuru
570003,Mysuru
570004,Mysuru
570005,Mysuru
570006,Mysuru
570007,Mysuru
570008,Mysuru
570009,Mysuru
570010,Mysuru
570011,Mysuru
570012,Mysuru
570014,Mysuru
570015,Mysuru
570016,Mysuru
570017,Mysuru
570018,Mysuru
570019,Mysuru
570020,Mysuru
570022,Mysuru
570023,Mysuru
570025,Mysuru
570026,Mysuru
570027,Mysuru
570028,Mysuru
570029,Mysuru
570030,Mysuru
570031,Mysuru
570032,Mysuru
570033,Mysuru
570034,Mysuru
571101,Mysuru
571102,Mysuru
571103,Mysuru
571104,Mysuru
571105,Mysuru
571106,Hunsur
571107,Mysuru
571108,Mysuru
571109,Chamrajnagar
571110,Mysuru
571111,Chamrajnagar
571114,Mysuru
571115,Chamrajnagar
571116,Mysuru
571117,Chamrajnagar
571118,Mysuru
571119,Mysuru
571120,Mysuru
571121,Mysuru
571122,Mysuru
571123,Chamrajnagar
571124,Mysuru
571125,Mysuru
571126,Chamrajnagar
571127,Chamrajnagar
571128,Chamrajnagar
571129,Mysuru
571130,Mysuru
571134,Mysuru
571187,Mysuru
571189,Mysuru
571201,Kodagu
571211,Kodagu
571212,Kodagu
571213,Chikkamagaluru
571214,Kodagu
571215,Kodagu
571216,Kodagu
571217,Kodagu
571218,Kodagu
571219,Kodagu
571231,Kodagu
571232,Kodagu
571234,Kodagu
571235,Kodagu
571236,Kodagu
571237,Kodagu
571247,Kodagu
571248,Kodagu
571249,Kodagu
571250,Kodagu
571251,Kodagu
571252,Kodagu
571253,Kodagu
571254,Kodagu
571301,Mysuru
571302,Mysuru
571311,Mysuru
571312,Mysuru
571313,Chamrajnagar
571314,Mysuru
571315,Mysuru
571316,Chamrajnagar
571320,CHAMARAJANAGAR
571342,Chamrajnagar
571401,Mandya
571402,Mandya
571403,Mandya
571404,Mandya
571405,Mandya
571415,Mandya
571416,Mandya
571417,Mandya
571418,Mandya
571419,Mandya
571421,Mandya
571422,Mandya
571423,Mandya
571424,Mandya
571425,Mandya
571426,Mandya
571427,Mandya
571428,Mandya
571429,Mandya
571430,Mandya
571431,Mandya
571432,Mandya
571433,Mandya
571434,Mandya
571435,Mandya
571436,Mandya
571438,Mandya
571439,Chamrajnagar
571440,Kollegal
571441,Chamrajnagar
571442,Chamrajnagar
571443,Chamrajnagar
571444,Chamrajnagar
571445,Mandya
571446,Mandya
571448,Mandya
571450,Mandya
571455,Mandya
571457,Chamrajnagar
571463,Mandya
571475,Mandya
571476,Mandya
571477,Mandya
571478,Mandya
571490,Kollegal
571601,Mysuru
571602,Mysuru
571603,Mysuru
571604,Mysuru
571605,Mandya
571606,Mandya
571607,Mandya
571610,Mysuru
571617,Mysuru
571802,Mandya
571807,Mandya
571811,Mandya
571812,Mandya
572101,TUMAKURU
572102,TUMAKURU
572103,TUMAKURU
572104,TUMAKURU
572105,TUMAKURU
572106,TUMAKURU
572107,TUMAKURU
572111,TUMAKURU
572112,TUMAKURU
572113,TUMAKURU
572114,TUMAKURU
572115,TUMAKURU
572116,TUMAKURU
572117,TUMAKURU
572118,TUMAKURU
572119,TUMAKURU
572120,TUMAKURU
572121,TUMAKURU
572122,TUMAKURU
572123,TUMAKURU
572124,TUMAKURU
572125,TUMAKURU
572126,TUMAKURU
572127,TUMAKURU
572128,TUMAKURU
572129,TUMAKURU
572130,TUMAKURU
572132,TUMAKURU
572133,TUMAKURU
572134,TUMAKURU
572135,TUMAKURU
572136,TUMAKURU
572137,TUMAKURU
572138,TUMAKURU
572139,TUMAKURU
572140,TUMAKURU
572141,TUMAKURU
572142,TUMAKURU
572168,TUMAKURU
572175,TUMAKURU
572201,TUMAKURU
572211,TUMAKURU
572212,TUMAKURU
572213,TUMAKURU
572214,TUMAKURU
572215,TUMAKURU
572216,TUMAKURU
572217,TUMAKURU
572218,TUMAKURU
572219,TUMAKURU
572220,TUMAKURU
572221,TUMAKURU
572222,TUMAKURU
572223,TUMAKURU
572224,TUMAKURU
572225,TUMAKURU
572226,TUMAKURU
572227,TUMAKURU
572228,TUMAKURU
573101,HASSAN
573102,HASSAN
573103,HASSAN
573111,HASSAN
573112,HASSAN
573113,HASSAN
573115,HASSAN
573116,HASSAN
573117,HASSAN
573118,HASSAN
573119,HASSAN
573120,HASSAN
573121,HASSAN
573122,HASSAN
573123,HASSAN
573124,HASSAN
573125,HASSAN
573126,HASSAN
573127,HASSAN
573128,HASSAN
573129,HASSAN
573130,HASSAN
573131,HASSAN
573133,HASSAN
573134,HASSAN
573135,HASSAN
573136,HASSAN
573137,HASSAN
573141,HASSAN
573142,HASSAN
573144,HASSAN
573162,HASSAN
573164,HASSAN
573165,HASSAN
573201,HASSAN
573202,HASSAN
573210,HASSAN
573211,HASSAN
573212,HASSAN
573213,HASSAN
573214,HASSAN
573215,HASSAN
573216,HASSAN
573217,HASSAN
573218,HASSAN
573219,HASSAN
573220,HASSAN
573225,HASSAN
573226,HASSAN
574101,UDUPI
574102,UDUPI
574103,UDUPI
574104,UDUPI
574105,UDUPI
574106,UDUPI
574107,DAKSHINA KANNADA
574108,UDUPI
574109,DAKSHINA KANNADA
574110,UDUPI
574111,UDUPI
574112,UDUPI
574113,UDUPI
574114,UDUPI
574115,UDUPI
574116,UDUPI
574117,UDUPI
574118,UDUPI
574119,UDUPI
574122,UDUPI
574129,UDUPI
574141,Dakshina Kannada
574142,Dakshina Kannada
574143,Dakshina Kannada
574144,Udupi
574145,Dakshina Kannada
574146,Dakshina Kannada
574148,Dakshina Kannada
574150,Dakshina Kannada
574151,Dakshina Kannada
574153,Dakshina Kannada
574154,Dakshina Kannada
574197,DAKSHINA KANNADA
574198,DAKSHINA KANNADA
574199,Dakshina Kannada
574201,DAKSHINA KANNADA
574202,DAKSHINA KANNADA
574203,DAKSHINA KANNADA
574210,DAKSHINA KANNADA
574211,DAKSHINA KANNADA
574212,DAKSHINA KANNADA
574213,DAKSHINA KANNADA
574214,DAKSHINA KANNADA
574216,DAKSHINA KANNADA
574217,DAKSHINA KANNADA
574218,DAKSHINA KANNADA
574219,DAKSHINA KANNADA
574220,DAKSHINA KANNADA
574221,DAKSHINA KANNADA
574222,DAKSHINA KANNADA
574223,DAKSHINA KANNADA
574224,DAKSHINA KANNADA
574225,DAKSHINA KANNADA
574226,DAKSHINA KANNADA
574227,DAKSHINA KANNADA
574228,DAKSHINA KANNADA
574229,DAKSHINA KANNADA
574230,DAKSHINA KANNADA
574231,DAKSHINA KANNADA
574232,DAKSHINA KANNADA
574233,DAKSHINA KANNADA
574234,KODAGU
574235,DAKSHINA KANNADA
574236,DAKSHINA KANNADA
574237,DAKSHINA KANNADA
574238,DAKSHINA KANNADA
574239,DAKSHINA KANNADA
574240,DAKSHINA KANNADA
574241,DAKSHINA KANNADA
574242,DAKSHINA KANNADA
574243,DAKSHINA KANNADA
574244,UDUPI
574248,DAKSHINA KANNADA
574253,DAKSHINA KANNADA
574259,DAKSHINA KANNADA
574260,DAKSHINA KANNADA
574265,DAKSHINA KANNADA
574267,Dakshina Kannada
574274,DAKSHINA KANNADA
574279,DAKSHINA KANNADA
574285,DAKSHINA KANNADA
574313,DAKSHINA KANNADA
574314,DAKSHINA KANNADA
574323,DAKSHINA KANNADA
574324,DAKSHINA KANNADA
574325,DAKSHINA KANNADA
574326,DAKSHINA KANNADA
574327,DAKSHINA KANNADA
574328,DAKSHINA KANNADA
574509,Dakshina Kannada
575001,Dakshina Kannada
575002,Dakshina Kannada
575003,Dakshina Kannada
575004,Dakshina Kannada
575005,Dakshina Kannada
575006,Dakshina Kannada
575007,Dakshina Kannada
575008,Dakshina Kannada
575010,Dakshina Kannada
575011,Dakshina Kannada
575013,Dakshina Kannada
575014,Dakshina Kannada
575015,Dakshina Kannada
575016,Dakshina Kannada
575017,Dakshina Kannada
575018,Dakshina Kannada
575019,Dakshina Kannada
575020,Dakshina Kannada
575022,Dakshina Kannada
575023,Dakshina Kannada
575025,Dakshina Kannada
575028,Dakshina Kannada
575029,Dakshina Kannada
575030,Dakshina Kannada
576101,UDUPI
576102,UDUPI
576103,UDUPI
576104,UDUPI
576105,UDUPI
576106,UDUPI
576107,UDUPI
576108,UDUPI
576111,Udupi
576112,UDUPI
576113,UDUPI
576114,UDUPI
576115,UDUPI
576117,UDUPI
576120,UDUPI
576121,Udupi
576122,UDUPI
576124,UDUPI
576201,UDUPI
576210,UDUPI
576211,UDUPI
576212,UDUPI
576213,UDUPI
576214,UDUPI
576215,UDUPI
576216,UDUPI
576217,UDUPI
576218,UDUPI
576219,UDUPI
576220,UDUPI
576221,UDUPI
576222,UDUPI
576223,UDUPI
576224,UDUPI
576225,UDUPI
576226,UDUPI
576227,UDUPI
576228,UDUPI
576229,UDUPI
576230,UDUPI
576231,UDUPI
576232,UDUPI
576233,UDUPI
576234,UDUPI
576235,UDUPI
576247,UDUPI
576257,UDUPI
576282,UDUPI
576283,UDUPI
577001,DAVANGERE
577002,DAVANGERE
577003,DAVANGERE
577004,DAVANGERE
577005,DAVANGERE
577006,DAVANGERE
577007,DAVANGERE
577101,CHICKMAGALUR
577102,CHICKMAGALUR
577111,CHICKMAGALUR
577112,CHICKMAGALUR
577113,CHICKMAGALUR
577114,CHICKMAGALUR
577115,SHIVAMOGGA
577116,CHICKMAGALUR
577117,CHICKMAGALUR
577120,CHICKMAGALUR
577121,CHICKMAGALUR
577122,CHICKMAGALUR
577123,CHICKMAGALUR
577124,CHICKMAGALUR
577125,CHICKMAGALUR
577126,CHICKMAGALUR
577127,CHICKMAGALUR
577128,CHICKMAGALUR
577129,CHICKMAGALUR
577130,CHICKMAGALUR
577131,CHICKMAGALUR
577132,CHICKMAGALUR
577133,CHICKMAGALUR
577134,CHICKMAGALUR
577135,CHICKMAGALUR
577136,CHICKMAGALUR
577137,CHICKMAGALUR
577138,CHICKMAGALUR
577139,CHICKMAGALUR
577140,CHICKMAGALUR
577144,CHICKMAGALUR
577145,CHICKMAGALUR
577146,CHICKMAGALUR
577160,CHICKMAGALUR
577168,CHICKMAGALUR
577175,CHICKMAGALUR
577179,CHICKMAGALUR
577180,CHICKMAGALUR
577181,CHICKMAGALUR
577182,CHICKMAGALUR
577201,SHIVAMOGGA
577202,SHIVAMOGGA
577203,SHIVAMOGGA
577204,SHIVAMOGGA
577205,SHIVAMOGGA
577211,SHIVAMOGGA
577213,DAVANGERE
577214,SHIVAMOGGA
577215,DAVANGERE
577216,SHIVAMOGGA
577217,DAVANGERE
577218,SHIVAMOGGA
577219,DAVANGERE
577220,SHIVAMOGGA
577221,DAVANGERE
577222,SHIVAMOGGA
577223,DAVANGERE
577224,DAVANGERE
577225,SHIVAMOGGA
577226,SHIVAMOGGA
577227,SHIVAMOGGA
577228,CHICKMAGALUR
577229,SHIVAMOGGA
577230,SHIVAMOGGA
577231,DAVANGERE
577232,SHIVAMOGGA
577233,SHIVAMOGGA
577243,SHIVAMOGGA
577245,SHIVAMOGGA
577301,SHIVAMOGGA
577302,SHIVAMOGGA
